Interaction,Gene 1, Gene 2,Mechismo Score
HIST1H2BH	H2AFJ,HIST1H2BH,H2AFJ,2.743030
CDC16	CDC26,CDC16,CDC26,1.220000
UBB	UBE2V1,UBB,UBE2V1,3.770000
CD8A	HLA-C,CD8A,HLA-C,1.880000
CDK4	CCND2,CDK4,CCND2,1.150000
NLGN2	NRXN3,NLGN2,NRXN3,1.940000
CD8A	HLA-C,CD8A,HLA-C,1.880000
SNRPE	SNRPF,SNRPE,SNRPF,2.580690
KRT5	KRT25,KRT5,KRT25,1.730000
HLA-A	LILRA2,HLA-A,LILRA2,1.710000
HIST1H2BJ	HIST2H2AC,HIST1H2BJ,HIST2H2AC,2.423030
RPS27A	UBE3A,RPS27A,UBE3A,2.330000
UBA3	UBE2F,UBA3,UBE2F,1.740000
CD8A	HLA-C,CD8A,HLA-C,1.880000
SYK	GRB2,SYK,GRB2,2.700000
CASP8	CASP10,CASP8,CASP10,2.320000
ACTB	ACTG1,ACTB,ACTG1,4.396040
PSMD10	NFKB1,PSMD10,NFKB1,2.590000
CCNB1	CDK7,CCNB1,CDK7,1.860000
KRT83	KRT33B,KRT83,KRT33B,1.510000
CBL	UBA52,CBL,UBA52,2.330000
NOTCH3	JAG2,NOTCH3,JAG2,1.400000
HLA-C	B2M,HLA-C,B2M,3.657490
EFNA1	EPHA7,EFNA1,EPHA7,1.700000
EFNB2	EPHB1,EFNB2,EPHB1,1.480000
EFNB2	EPHB4,EFNB2,EPHB4,3.450000
TUBAL3	TUBB6,TUBAL3,TUBB6,2.080000
EFNB2	EPHA4,EFNB2,EPHA4,3.450000
TUBA3E	TUBB1,TUBA3E,TUBB1,1.400000
KRAS	ARAF,KRAS,ARAF,1.260000
SKP1	CUL5,SKP1,CUL5,1.560000
SYK	VAV2,SYK,VAV2,2.590000
CUBN	GIF,CUBN,GIF,5.114840
MET	PTPN1,MET,PTPN1,3.200000
SKIL	SMAD3,SKIL,SMAD3,1.180000
GTF2E1	GTF2H1,GTF2E1,GTF2H1,2.650000
PPP2R1A	PPP2R2A,PPP2R1A,PPP2R2A,1.820000
CD8A	HLA-A,CD8A,HLA-A,1.880000
KRT6B	KRT12,KRT6B,KRT12,2.510000
H3F3A	HIST1H2AJ,H3F3A,HIST1H2AJ,1.500000
EFNB2	EPHB3,EFNB2,EPHB3,1.480000
KRT5	KRT28,KRT5,KRT28,1.730000
CREBBP	KAT2B,CREBBP,KAT2B,1.740000
BID	BAX,BID,BAX,2.350000
HIST1H2BI	H2AFJ,HIST1H2BI,H2AFJ,2.743030
PTPRA	GRB2,PTPRA,GRB2,2.960000
RPS8	RPS11,RPS8,RPS11,1.490000
NUP107	NUP133,NUP107,NUP133,1.160000
HPR	HBB,HPR,HBB,2.470000
HIST1H2BD	HIST2H4B,HIST1H2BD,HIST2H4B,1.610000
NRXN3	NLGN3,NRXN3,NLGN3,2.809340
RAB5C	RIN3,RAB5C,RIN3,5.278370
GNAO1	GNB4,GNAO1,GNB4,3.090000
KRT5	KRT40,KRT5,KRT40,2.980000
VAV2	GRB2,VAV2,GRB2,2.960000
UBC	RPS27A,UBC,RPS27A,3.376720
KRT12	KRT84,KRT12,KRT84,2.240000
GNAT2	GNB4,GNAT2,GNB4,4.950000
U2AF2	U2AF1,U2AF2,U2AF1,1.170000
UBC	UBA52,UBC,UBA52,7.230000
STK4	LATS2,STK4,LATS2,2.460000
HIST1H2BJ	H2AFJ,HIST1H2BJ,H2AFJ,2.743030
EPHA3	EPHA7,EPHA3,EPHA7,2.650000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
OPHN1	RHOC,OPHN1,RHOC,2.244300
UBC	NPLOC4,UBC,NPLOC4,3.376720
RHOC	VAV3,RHOC,VAV3,3.753460
NRXN1	NLGN1,NRXN1,NLGN1,2.559930
EPHA8	EFNA3,EPHA8,EFNA3,1.880000
EPHA8	EFNA4,EPHA8,EFNA4,1.880000
SRSF6	SF3B4,SRSF6,SF3B4,1.220000
PPP3CB	FKBP1A,PPP3CB,FKBP1A,2.020000
NECTIN1	NECTIN3,NECTIN1,NECTIN3,2.060000
UBE2L6	UBC,UBE2L6,UBC,3.376720
CDC42	PAK2,CDC42,PAK2,1.490000
H2AFX	H3F3A,H2AFX,H3F3A,1.500000
RGS12	GNAI2,RGS12,GNAI2,1.170000
MAGOHB	PPIE,MAGOHB,PPIE,1.580000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
POLR2A	POLR2I,POLR2A,POLR2I,1.810000
SUMO2	SENP5,SUMO2,SENP5,1.730000
IGF2	IGFBP1,IGF2,IGFBP1,3.440000
HNRNPA1	SRSF5,HNRNPA1,SRSF5,2.737810
FBXW11	BTRC,FBXW11,BTRC,1.260000
GNAT3	RGS10,GNAT3,RGS10,3.810540
PPP3CB	PPIA,PPP3CB,PPIA,1.190000
HIST1H2BI	HIST2H2AC,HIST1H2BI,HIST2H2AC,2.423030
VAMP7	AGFG1,VAMP7,AGFG1,1.530000
EIF2S1	EIF2AK3,EIF2S1,EIF2AK3,2.205690
H2AFV	HIST1H2BL,H2AFV,HIST1H2BL,1.530000
HNRNPA1	SRSF6,HNRNPA1,SRSF6,2.737810
HIST1H2BK	HIST1H2AD,HIST1H2BK,HIST1H2AD,1.770000
HIST1H2AB	HIST1H2BI,HIST1H2AB,HIST1H2BI,2.550320
HLA-A	LILRA2,HLA-A,LILRA2,1.710000
HIST1H2AB	HIST2H4B,HIST1H2AB,HIST2H4B,2.280000
HIST1H2AD	HIST2H4B,HIST1H2AD,HIST2H4B,2.280000
HIST1H2AD	HIST1H2BI,HIST1H2AD,HIST1H2BI,1.010000
F10	F7,F10,F7,1.770000
LCK	PTPN6,LCK,PTPN6,2.040000
AP2A1	AP2S1,AP2A1,AP2S1,1.090000
KIT	PTPN6,KIT,PTPN6,3.896640
RAD51B	RAD51C,RAD51B,RAD51C,1.560000
SCN1A	CALM2,SCN1A,CALM2,5.290760
WNK1	SGK2,WNK1,SGK2,3.086640
RXRA	NCOA2,RXRA,NCOA2,2.550000
KRT17	KRT77,KRT17,KRT77,1.450000
AREL1	UBB,AREL1,UBB,1.900000
TUBB3	TUBA8,TUBB3,TUBA8,4.330000
BMP2	NOG,BMP2,NOG,2.850000
UBC	UBE2V1,UBC,UBE2V1,3.376720
HLA-DQA1	HLA-DRB1,HLA-DQA1,HLA-DRB1,2.997910
AREL1	UBC,AREL1,UBC,1.900000
EFNA4	EPHA5,EFNA4,EPHA5,1.980000
LILRA1	HLA-B,LILRA1,HLA-B,3.130000
DFFA	DFFB,DFFA,DFFB,2.510000
RHOA	ARHGAP20,RHOA,ARHGAP20,5.268680
TUBA4A	TUBB3,TUBA4A,TUBB3,3.783570
GNAL	ADCY7,GNAL,ADCY7,1.290000
KRT86	KRT18,KRT86,KRT18,3.620000
UBE2D2	HERC3,UBE2D2,HERC3,1.640000
RBMX	MAGOHB,RBMX,MAGOHB,1.580000
IGF1R	IRS1,IGF1R,IRS1,4.696700
TNFSF15	TNFRSF6B,TNFSF15,TNFRSF6B,3.130000
SNRPN	LSM4,SNRPN,LSM4,2.010000
ELAVL2	SRSF6,ELAVL2,SRSF6,1.220000
NUF2	SPC25,NUF2,SPC25,1.620000
HLA-A	LILRA2,HLA-A,LILRA2,1.710000
BUB1B	MAD2L1,BUB1B,MAD2L1,1.030000
GNB4	GNG12,GNB4,GNG12,3.730000
BAG4	HSPA2,BAG4,HSPA2,2.670000
STX16	VAMP4,STX16,VAMP4,2.400000
CCS	SOD1,CCS,SOD1,3.603400
ELAVL2	SRSF5,ELAVL2,SRSF5,4.207030
ERBB2	PTPN12,ERBB2,PTPN12,2.410000
RAC1	ARHGAP1,RAC1,ARHGAP1,1.960000
IFNG	IFNGR1,IFNG,IFNGR1,3.360000
LILRA1	HLA-C,LILRA1,HLA-C,3.130000
LILRA1	HLA-C,LILRA1,HLA-C,3.130000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
EFNA2	EPHA1,EFNA2,EPHA1,1.790000
EGFR	PTPN12,EGFR,PTPN12,4.118950
MAPK3	MAP2K2,MAPK3,MAP2K2,2.360000
AP2A1	AP2B1,AP2A1,AP2B1,5.300000
EPHB2	EFNB2,EPHB2,EFNB2,1.480000
RHOC	ARHGAP5,RHOC,ARHGAP5,8.454330
PARK2	UBE2J2,PARK2,UBE2J2,1.800000
HLA-B	LILRB2,HLA-B,LILRB2,3.400000
SH3GL1	SH3GL2,SH3GL1,SH3GL2,1.670000
JUP	CDH3,JUP,CDH3,1.580000
SH3GL1	SH3GL3,SH3GL1,SH3GL3,1.500000
DDX39A	MAGOHB,DDX39A,MAGOHB,3.180000
SFTPD	SFTPA2,SFTPD,SFTPA2,2.750000
IGF2	IGFBP3,IGF2,IGFBP3,3.440000
FGFR1	FRS2,FGFR1,FRS2,3.350000
RANBP2	RAN,RANBP2,RAN,1.120000
KRT75	KRT14,KRT75,KRT14,1.420000
TRIO	RAC2,TRIO,RAC2,1.850000
KLHL41	CUL3,KLHL41,CUL3,2.120000
LILRA1	HLA-B,LILRA1,HLA-B,3.130000
PRKAA2	STK11,PRKAA2,STK11,2.240000
UBA52	UBE2I,UBA52,UBE2I,2.330000
FANCD2	FANCI,FANCD2,FANCI,3.130000
RPS27	RPS13,RPS27,RPS13,2.506070
HIST1H2AB	HIST1H2BJ,HIST1H2AB,HIST1H2BJ,2.550320
CDH1	JUP,CDH1,JUP,1.260000
MAPK3	DUSP16,MAPK3,DUSP16,3.310000
EFNA4	EPHA4,EFNA4,EPHA4,1.980000
SEC24A	SEC23A,SEC24A,SEC23A,1.430000
HOMER1	HOMER3,HOMER1,HOMER3,2.370000
SCN5A	FGF13,SCN5A,FGF13,1.270000
HLA-B	B2M,HLA-B,B2M,3.657490
FGF2	FGFR1,FGF2,FGFR1,2.970000
CDKN1C	CDK6,CDKN1C,CDK6,1.690000
OPHN1	RAC1,OPHN1,RAC1,4.054650
GRIA1	GRIN2C,GRIA1,GRIN2C,2.880000
NEDD4	UBE2E3,NEDD4,UBE2E3,1.420000
CD8A	HLA-A,CD8A,HLA-A,1.880000
UBB	PCNA,UBB,PCNA,3.770000
HLA-DRB1	HLA-DMA,HLA-DRB1,HLA-DMA,1.480000
EGFR	BTC,EGFR,BTC,1.960000
CD8A	HLA-C,CD8A,HLA-C,1.880000
RPL13	RPL15,RPL13,RPL15,1.130000
HIST1H3E	PHF21A,HIST1H3E,PHF21A,1.010000
EP300	IRF3,EP300,IRF3,1.420000
NR1H2	MED1,NR1H2,MED1,2.820000
CUL3	BTBD1,CUL3,BTBD1,2.120000
SKP1	FBXW8,SKP1,FBXW8,2.460000
HIST1H2AC	HIST1H2BL,HIST1H2AC,HIST1H2BL,1.410000
RPS27A	UBE2R2,RPS27A,UBE2R2,1.770000
HOMER1	HOMER2,HOMER1,HOMER2,3.030000
HLA-C	LILRB2,HLA-C,LILRB2,1.680000
KRT6A	KRT12,KRT6A,KRT12,2.510000
RHOB	ARHGDIG,RHOB,ARHGDIG,1.030000
FLNC	FBLIM1,FLNC,FBLIM1,1.530000
UBC	UBE2D4,UBC,UBE2D4,3.376720
HIST2H3C	H2AFJ,HIST2H3C,H2AFJ,2.160000
FGB	FGG,FGB,FGG,1.320000
FYN	PIK3R1,FYN,PIK3R1,3.550000
UBE2L3	ITCH,UBE2L3,ITCH,3.660000
KRT83	KRT12,KRT83,KRT12,2.510000
UBB	USP15,UBB,USP15,2.660000
HLA-B	B2M,HLA-B,B2M,3.657490
LIMS1	ILK,LIMS1,ILK,3.510000
HLA-DPA1	HLA-DRB1,HLA-DPA1,HLA-DRB1,1.780000
CBLB	UBE2D4,CBLB,UBE2D4,2.140000
LAMTOR3	LAMTOR2,LAMTOR3,LAMTOR2,1.640000
RAB5A	OCRL,RAB5A,OCRL,3.757890
AXIN1	DVL3,AXIN1,DVL3,2.520000
GNAT3	ADORA1,GNAT3,ADORA1,2.000000
TUBA3C	TUBB2B,TUBA3C,TUBB2B,1.680000
ELOC	SPSB4,ELOC,SPSB4,2.040000
GNAI2	ADORA1,GNAI2,ADORA1,2.090000
RHOC	SRGAP1,RHOC,SRGAP1,8.454330
ATG4A	MAP1LC3A,ATG4A,MAP1LC3A,3.090000
TRIP10	FNBP1,TRIP10,FNBP1,2.570000
GNAQ	RGS18,GNAQ,RGS18,1.830000
NUBP1	NUBP2,NUBP1,NUBP2,2.530000
ADCY5	ADCY7,ADCY5,ADCY7,2.897540
HIST1H2BI	H2AFV,HIST1H2BI,H2AFV,1.740000
SNAP23	VAMP3,SNAP23,VAMP3,1.200000
KRT86	KRT40,KRT86,KRT40,2.980000
RAC1	PLEKHG2,RAC1,PLEKHG2,4.054650
TFRC	TF,TFRC,TF,1.880000
HNRNPR	SRSF6,HNRNPR,SRSF6,1.220000
DLG4	SHANK2,DLG4,SHANK2,2.360000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
HNRNPR	SRSF5,HNRNPR,SRSF5,2.965370
TUBB4B	TUBA3E,TUBB4B,TUBA3E,1.400000
GNB4	GNG8,GNB4,GNG8,3.730000
RGS10	GNAI3,RGS10,GNAI3,3.960000
HLA-DQA2	HLA-DQA1,HLA-DQA2,HLA-DQA1,3.600540
UBA52	ITSN1,UBA52,ITSN1,1.780000
UBA52	UBE2E2,UBA52,UBE2E2,2.290000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
UBA52	UBE2V2,UBA52,UBE2V2,7.230000
GNAO1	GNB1,GNAO1,GNB1,3.090000
CASP3	CASP9,CASP3,CASP9,2.050000
TAPBP	PDIA3,TAPBP,PDIA3,2.060000
GNA11	GNB2,GNA11,GNB2,2.350000
POLR2A	POLR2F,POLR2A,POLR2F,1.070000
GNA11	GNB1,GNA11,GNB1,2.350000
AP2A2	AP2A1,AP2A2,AP2A1,1.440000
RAB5A	CHM,RAB5A,CHM,3.757890
AREL1	UBA52,AREL1,UBA52,2.330000
UBC	UBE2R2,UBC,UBE2R2,1.770000
LILRA1	HLA-A,LILRA1,HLA-A,3.130000
HLA-DQA2	HLA-DRB1,HLA-DQA2,HLA-DRB1,2.150000
PPP2R1A	PPP2CB,PPP2R1A,PPP2CB,1.400000
EPHB2	EFNB1,EPHB2,EFNB1,3.110000
SFN	YWHAH,SFN,YWHAH,3.748820
HLA-DQA2	HLA-DRB1,HLA-DQA2,HLA-DRB1,1.850000
FES	KIT,FES,KIT,2.500000
GNAO1	GNB2,GNAO1,GNB2,3.090000
UBC	UBA7,UBC,UBA7,1.550000
RHOA	ARHGDIG,RHOA,ARHGDIG,1.030000
SUMO2	UBA2,SUMO2,UBA2,1.730000
PLCG1	TEC,PLCG1,TEC,2.020000
TP53	EP300,TP53,EP300,1.430000
VTN	SERPINE1,VTN,SERPINE1,4.340000
CDC42	ARHGAP27,CDC42,ARHGAP27,3.108560
MCF2	RHOA,MCF2,RHOA,1.130000
HLA-DQA2	HLA-DQB1,HLA-DQA2,HLA-DQB1,1.850000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
EFNA1	EPHA4,EFNA1,EPHA4,1.620000
HIST1H2AJ	H2AFJ,HIST1H2AJ,H2AFJ,2.743030
INHBB	ACVR2A,INHBB,ACVR2A,4.570000
CXADR	JAML,CXADR,JAML,2.210000
UBA52	UBE2Z,UBA52,UBE2Z,2.330000
CDC42	NET1,CDC42,NET1,3.130000
CLOCK	PER1,CLOCK,PER1,1.100000
LCK	KIT,LCK,KIT,2.890000
TUBB4A	TUBA8,TUBB4A,TUBA8,1.390000
EFNA1	EPHA5,EFNA1,EPHA5,1.700000
ADCY6	ADCY7,ADCY6,ADCY7,1.030000
TXN	TXNRD1,TXN,TXNRD1,2.610000
UBC	NEDD4,UBC,NEDD4,2.330000
CHM	RAB1B,CHM,RAB1B,5.560000
GNAT3	CXCR5,GNAT3,CXCR5,1.920000
HERC3	HERC6,HERC3,HERC6,1.020000
RBX1	CUL5,RBX1,CUL5,2.050000
UBE2E3	ITCH,UBE2E3,ITCH,1.420000
HIST1H2AB	HIST1H2BD,HIST1H2AB,HIST1H2BD,2.820000
HLA-DRA	HLA-DRB5,HLA-DRA,HLA-DRB5,1.100000
H3F3A	HIST2H3C,H3F3A,HIST2H3C,1.320000
GNAI2	CXCR5,GNAI2,CXCR5,2.090000
CTNNB1	CTNNBIP1,CTNNB1,CTNNBIP1,1.790000
RAF1	KSR1,RAF1,KSR1,4.750000
UBE2D2	WWP1,UBE2D2,WWP1,1.640000
TUBAL3	TUBB2B,TUBAL3,TUBB2B,1.500000
EPHA8	EFNA5,EPHA8,EFNA5,1.880000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
TUBAL3	TUBB4A,TUBAL3,TUBB4A,1.500000
HLA-B	B2M,HLA-B,B2M,3.657490
HLA-B	B2M,HLA-B,B2M,3.657490
BUB1B	CDC20,BUB1B,CDC20,1.000000
TUBA3C	TUBB6,TUBA3C,TUBB6,1.680000
CTLA4	CD80,CTLA4,CD80,1.340000
SFN	YWHAZ,SFN,YWHAZ,3.748820
HLA-DRA	HLA-DRB1,HLA-DRA,HLA-DRB1,2.800000
UBB	UBE3A,UBB,UBE3A,1.440000
CSF1R	IL34,CSF1R,IL34,3.820000
AREL1	RPS27A,AREL1,RPS27A,2.330000
DLAT	PDK3,DLAT,PDK3,2.040000
RGS14	GNAI1,RGS14,GNAI1,1.430000
CHUK	RIPK1,CHUK,RIPK1,2.070000
HLA-DRA	HLA-DRB1,HLA-DRA,HLA-DRB1,2.800000
H2BFS	HIST2H2AC,H2BFS,HIST2H2AC,2.423030
HIST2H2BE	HIST1H2AC,HIST2H2BE,HIST1H2AC,2.760000
PLG	SERPINF2,PLG,SERPINF2,1.760000
RAB5A	RIN2,RAB5A,RIN2,3.757890
H3F3A	H2AFV,H3F3A,H2AFV,1.500000
AP2A2	STON2,AP2A2,STON2,1.080000
CD2	CD58,CD2,CD58,1.880000
GNAL	ADCY2,GNAL,ADCY2,3.710000
CBL	NEDD8,CBL,NEDD8,5.074900
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
C5AR1	GNAI1,C5AR1,GNAI1,2.420000
PCNA	ERCC5,PCNA,ERCC5,2.700000
DSCAM	DCC,DSCAM,DCC,1.530000
HIST1H3E	SUV39H2,HIST1H3E,SUV39H2,3.000000
CREB1	EP300,CREB1,EP300,1.100000
UBB	RAD23B,UBB,RAD23B,6.764620
UBE2D1	WWP1,UBE2D1,WWP1,1.650000
POLR1A	POLR2E,POLR1A,POLR2E,2.020000
WNK4	SGK2,WNK4,SGK2,2.070000
FYN	EPHA4,FYN,EPHA4,3.650000
FYN	EPHB1,FYN,EPHB1,1.670000
FYN	EPHB4,FYN,EPHB4,6.500000
KRT86	KRT31,KRT86,KRT31,1.080000
UBB	UBE2K,UBB,UBE2K,4.190000
KDM4A	HIST3H3,KDM4A,HIST3H3,2.910000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
RPL14	RPL18A,RPL14,RPL18A,1.200000
HIST2H2AA4	HIST1H2BA,HIST2H2AA4,HIST1H2BA,1.220000
ATG4A	MAP1LC3B,ATG4A,MAP1LC3B,1.950000
CD8A	HLA-B,CD8A,HLA-B,1.880000
CSK	GRB2,CSK,GRB2,2.320000
FYN	EPHB3,FYN,EPHB3,6.500000
LCK	PLCG2,LCK,PLCG2,1.930000
MYH3	MYH7,MYH3,MYH7,2.500000
KRT14	KRT5,KRT14,KRT5,1.420000
HIST1H3E	HIST1H2AC,HIST1H3E,HIST1H2AC,1.320000
UBB	UBE2D3,UBB,UBE2D3,3.770000
COL4A2	COL4A5,COL4A2,COL4A5,1.510000
FYN	EPHA5,FYN,EPHA5,3.390000
RXRA	NR1H4,RXRA,NR1H4,3.290000
SEMA4A	PLXND1,SEMA4A,PLXND1,5.260000
HIST1H2AD	H3F3A,HIST1H2AD,H3F3A,1.500000
ISG15	NEDD4,ISG15,NEDD4,2.200000
UBE2D2	TRIP12,UBE2D2,TRIP12,1.640000
UBE2L6	TRIM21,UBE2L6,TRIM21,2.280000
KRT86	KRT33A,KRT86,KRT33A,2.680000
TLR2	MYD88,TLR2,MYD88,2.470000
NCK2	PAK1,NCK2,PAK1,2.830000
HIST1H2AJ	HIST1H2BM,HIST1H2AJ,HIST1H2BM,1.070000
ADRB2	GNAS,ADRB2,GNAS,4.450000
CDC27	CDC23,CDC27,CDC23,2.389390
XPOT	RAN,XPOT,RAN,2.720000
FLT4	VEGFC,FLT4,VEGFC,2.620000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
EPHB1	EFNB1,EPHB1,EFNB1,3.110000
HIF1A	CREBBP,HIF1A,CREBBP,2.480000
GNG11	GNB4,GNG11,GNB4,1.410000
GRIK2	GRIK5,GRIK2,GRIK5,3.990000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
HIST1H2AJ	HIST1H2BL,HIST1H2AJ,HIST1H2BL,1.070000
CALM2	PPP3CA,CALM2,PPP3CA,4.780000
HLA-DRA	HLA-DRB1,HLA-DRA,HLA-DRB1,2.800000
GNAS	ADCY4,GNAS,ADCY4,2.200000
ISG15	UBA7,ISG15,UBA7,1.550000
KRT86	KRT36,KRT86,KRT36,2.680000
FYN	EPHA7,FYN,EPHA7,1.670000
UBA52	HERC1,UBA52,HERC1,2.330000
UBA52	HERC4,UBA52,HERC4,6.190000
MCM7	MCM8,MCM7,MCM8,1.480000
HIST1H3E	KMT2C,HIST1H3E,KMT2C,3.980000
PFN1	ACTB,PFN1,ACTB,1.850000
BMPR1B	BMP2,BMPR1B,BMP2,2.060000
RGS12	GNAI1,RGS12,GNAI1,1.170000
BID	BAK1,BID,BAK1,2.560000
UBA52	PACSIN2,UBA52,PACSIN2,7.230000
CAPZB	CAPZA1,CAPZB,CAPZA1,1.420000
HIST1H2AC	HIST1H2BN,HIST1H2AC,HIST1H2BN,1.410000
HNRNPA1	ELAVL1,HNRNPA1,ELAVL1,4.726640
CCND3	CDKN1A,CCND3,CDKN1A,2.040000
UBB	HERC5,UBB,HERC5,1.100000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
HIST1H2AC	HIST1H2BM,HIST1H2AC,HIST1H2BM,1.410000
GNAI2	GNB4,GNAI2,GNB4,2.400000
NRAS	SOS1,NRAS,SOS1,2.950000
GNAT3	GNB4,GNAT3,GNB4,3.750000
MYL12A	MYL9,MYL12A,MYL9,3.962170
UBE2C	TRIM21,UBE2C,TRIM21,1.790000
BRAF	MAP2K1,BRAF,MAP2K1,2.050000
LILRB2	HLA-B,LILRB2,HLA-B,1.680000
PIK3R2	LYN,PIK3R2,LYN,3.290000
CTNND1	CDH1,CTNND1,CDH1,1.820000
EEF2	EEF1A1,EEF2,EEF1A1,6.328430
PIK3R2	YES1,PIK3R2,YES1,3.450000
LCK	LYN,LCK,LYN,2.150000
RPL15	RPL7A,RPL15,RPL7A,1.080000
RAB9A	GCC2,RAB9A,GCC2,3.750000
RHOC	NET1,RHOC,NET1,3.130000
F7	F3,F7,F3,2.520000
KMT2D	RBBP5,KMT2D,RBBP5,1.420000
HDAC3	NCOR1,HDAC3,NCOR1,1.230000
HLA-DRB1	HLA-DPA1,HLA-DRB1,HLA-DPA1,1.780000
GNA14	RGS3,GNA14,RGS3,2.830000
RAB5B	OCRL,RAB5B,OCRL,2.640000
LYN	PLCG1,LYN,PLCG1,1.360000
HIST2H4B	HIST1H2AC,HIST2H4B,HIST1H2AC,2.500000
RPS27A	UBE2D4,RPS27A,UBE2D4,3.920000
UBE2D1	LNX1,UBE2D1,LNX1,2.740000
HIST2H4B	HIST1H2BH,HIST2H4B,HIST1H2BH,1.610000
EFNA4	EPHA7,EFNA4,EPHA7,1.980000
GNG7	GNB4,GNG7,GNB4,3.730000
ICAM1	ITGAL,ICAM1,ITGAL,3.740000
MYH9	ACTG1,MYH9,ACTG1,3.150000
UBC	PSMD4,UBC,PSMD4,3.376720
VAV1	PIK3R1,VAV1,PIK3R1,3.550000
ISG15	UBB,ISG15,UBB,4.190000
CUL3	KLHL25,CUL3,KLHL25,2.120000
FYN	SRC,FYN,SRC,3.390000
HLA-G	LILRA2,HLA-G,LILRA2,2.310000
ISG15	UBC,ISG15,UBC,3.620000
UBE2D2	LNX1,UBE2D2,LNX1,2.740000
AKT2	PRKCZ,AKT2,PRKCZ,3.806340
HERC2	UBC,HERC2,UBC,2.330000
RHOC	VAV1,RHOC,VAV1,3.753460
ARHGAP10	RHOA,ARHGAP10,RHOA,5.268680
KRT86	KRT17,KRT86,KRT17,1.320000
AKT2	GSK3A,AKT2,GSK3A,4.160000
RAB35	DENND1B,RAB35,DENND1B,1.940000
AKT2	GSK3B,AKT2,GSK3B,4.160000
KIR3DL1	HLA-B,KIR3DL1,HLA-B,3.480000
CCNE1	CDK2,CCNE1,CDK2,4.440820
CUL3	KLHL3,CUL3,KLHL3,2.120000
SKI	SMAD2,SKI,SMAD2,2.570000
SKI	SMAD1,SKI,SMAD1,1.920000
LIF	LIFR,LIF,LIFR,1.850000
TNR	BCAN,TNR,BCAN,1.480000
UBA52	UBE2O,UBA52,UBE2O,1.000000
GNAZ	GNB1,GNAZ,GNB1,3.720000
UBC	USP8,UBC,USP8,2.650000
EPHA2	EFNA3,EPHA2,EFNA3,3.010000
GNAZ	GNB2,GNAZ,GNB2,3.160000
AP2B1	AP2M1,AP2B1,AP2M1,1.360000
GRK2	GNA11,GRK2,GNA11,1.390000
UBA52	CBLB,UBA52,CBLB,2.330000
FGFR2	FGF9,FGFR2,FGF9,1.530000
H2BFS	H2AFJ,H2BFS,H2AFJ,2.743030
LILRA1	HLA-B,LILRA1,HLA-B,3.130000
TBP	GTF2A2,TBP,GTF2A2,1.370000
HIST1H2BJ	HIST1H2AC,HIST1H2BJ,HIST1H2AC,1.410000
IL18R1	IL37,IL18R1,IL37,2.920000
EPHA2	EFNA4,EPHA2,EFNA4,1.980000
LILRA1	HLA-A,LILRA1,HLA-A,3.130000
LILRA1	HLA-A,LILRA1,HLA-A,3.130000
SH2B2	JAK2,SH2B2,JAK2,3.654330
CCNT2	CDK9,CCNT2,CDK9,2.680000
RAC1	DOCK1,RAC1,DOCK1,3.698820
NRAS	KRAS,NRAS,KRAS,2.210000
SUPT5H	SUPT4H1,SUPT5H,SUPT4H1,1.550000
NID1	HSPG2,NID1,HSPG2,2.640000
NRAS	HRAS,NRAS,HRAS,1.800000
HLA-B	LILRA2,HLA-B,LILRA2,1.710000
KDM5A	HIST1H3E,KDM5A,HIST1H3E,3.980000
RPS3A	RPS14,RPS3A,RPS14,3.832870
SGK1	WNK4,SGK1,WNK4,2.600000
DDX39B	MAGOHB,DDX39B,MAGOHB,3.150000
DCC	MYO10,DCC,MYO10,1.070000
TUBAL3	TUBB2A,TUBAL3,TUBB2A,1.500000
RPS6KA5	MAPK1,RPS6KA5,MAPK1,2.600000
GRIA2	GRIA4,GRIA2,GRIA4,1.470000
SKA2	SKA1,SKA2,SKA1,2.040000
UBB	UBE2D1,UBB,UBE2D1,1.430000
STX10	VAMP3,STX10,VAMP3,1.200000
MCF2L	RHOA,MCF2L,RHOA,2.360000
LILRB2	HLA-C,LILRB2,HLA-C,1.680000
PLAU	SERPINE2,PLAU,SERPINE2,4.000000
KIT	TEC,KIT,TEC,2.500000
MCF2	CDC42,MCF2,CDC42,1.130000
BMP2	BMPR1A,BMP2,BMPR1A,2.990000
HOMER2	HOMER3,HOMER2,HOMER3,1.240000
ACAN	TNR,ACAN,TNR,1.480000
SNRPA	SNRPA1,SNRPA,SNRPA1,3.030000
GNAI3	MTNR1B,GNAI3,MTNR1B,2.320000
CDC34	NEDD4L,CDC34,NEDD4L,2.630000
COL11A1	COL11A2,COL11A1,COL11A2,1.420000
HLA-B	LILRB2,HLA-B,LILRB2,1.680000
