Interaction,Gene1 Name,Gene1 Interface Length,Gene1 Length,Gene1 Interface Mutation Count,Gene1 Mutation Count,Gene2 Name,Gene2 Interface Length,Gene2 Length,Gene2 Interface Mutation Count,Gene2 Mutation Count,P Value
UBE2D1	DZIP3,UBE2D1,15,137,1,11,DZIP3,14,41,0,6,0.951356
RPS18	RPS25,RPS18,9,143,4,15,RPS25,14,72,1,4,0.045277
PIN1	SMAD2,PIN1,10,36,1,9,SMAD2,7,8,0,27,1.000000
MRPL24	MRPL45,MRPL24,9,189,1,19,MRPL45,9,162,2,17,0.280596
NFKB1	RELA,NFKB1,15,107,1,1,RELA,15,301,1,23,0.535410
TEC	ASAP1,TEC,35,47,2,51,ASAP1,34,48,0,12,1.000000
RELA	RELA,RELA,16,101,1,23,RELA,16,101,1,23,0.996537
PPARG	PPARGC1A,PPARG,16,257,1,47,PPARGC1A,8,9,0,18,0.997859
E2F1	E2F1,E2F1,2,101,1,35,E2F1,2,101,1,35,0.404708
CFLAR	CASP10,CFLAR,34,244,2,4,CASP10,35,198,0,5,0.421562
E2F1	E2F2,E2F1,4,101,1,35,E2F2,4,102,0,17,0.876404
OTUB1	UBE2D4,OTUB1,25,249,2,19,UBE2D4,25,147,0,6,0.842065
MCM2	HIST1H3E,MCM2,20,56,0,44,HIST1H3E,23,88,1,24,1.000000
OPTN	MAP1LC3C,OPTN,12,17,0,4,MAP1LC3C,19,115,2,17,0.973048
RAC3	PAK1,RAC3,4,178,0,11,PAK1,4,24,1,33,0.831028
OPTN	MAP1LC3A,OPTN,10,17,0,4,MAP1LC3A,19,115,6,11,0.089963
SYK	BLNK,SYK,20,77,1,42,BLNK,22,83,0,5,0.999999
IL1R2	IL1RAP,IL1R2,18,316,0,10,IL1RAP,14,323,1,20,0.785891
FSHB	FSHR,FSHB,22,107,4,20,FSHR,27,307,2,43,0.770876
SUMO1	SAE1,SUMO1,8,77,1,8,SAE1,7,301,0,5,0.409265
FSHB	FSHB,FSHB,6,107,1,20,FSHB,6,107,1,20,0.664311
SRP14	SRP9,SRP14,39,86,0,9,SRP9,35,76,2,7,0.999169
GYG1	GYG1,GYG1,38,263,3,22,GYG1,38,263,3,22,0.625948
GH1	PRLR,GH1,33,186,3,24,PRLR,30,197,0,0,0.780076
CCNE1	CDKN1B,CCNE1,26,127,1,35,CDKN1B,16,51,0,2,0.999953
FLNB	ITGB1,FLNB,19,94,0,8,ITGB1,15,43,1,30,0.999980
F3	F3,F3,19,205,2,16,F3,19,205,2,16,0.344558
LTBR	LTB,LTBR,12,149,2,24,LTB,6,135,0,7,0.593081
MRPL51	GADD45GIP1,MRPL51,12,96,1,14,GADD45GIP1,9,128,0,7,0.873466
RAB11A	RAB3IL1,RAB11A,13,176,1,16,RAB3IL1,22,166,1,18,0.875863
KRT15	KRT80,KRT15,48,110,1,25,KRT80,50,103,1,29,1.000000
KRT15	KRT81,KRT15,48,90,1,25,KRT81,52,95,8,33,1.000000
FASN	AASDHPPT,FASN,25,71,0,2,AASDHPPT,19,266,1,6,0.673486
MAFB	MAFB,MAFB,27,95,2,11,MAFB,27,95,2,11,0.908954
TAPBP	PDIA3,TAPBP,33,361,4,27,PDIA3,29,469,0,4,0.198190
FYN	PTK2,FYN,14,267,2,49,PTK2,12,272,0,23,0.867739
STK3	MOB1A,STK3,13,17,1,38,MOB1A,22,160,0,6,0.999938
UBE2E3	RNF181,UBE2E3,15,137,1,15,RNF181,15,43,0,11,0.991265
TNNI1	TNNT2,TNNI1,54,134,5,13,TNNT2,48,74,1,21,0.999969
NR1I2	RXRG,NR1I2,31,292,2,33,RXRG,28,228,0,3,0.926570
NR1I2	RXRA,NR1I2,32,293,2,33,RXRA,31,239,14,43,0.015308
NR1I2	RXRB,NR1I2,30,292,2,33,RXRB,28,233,1,29,0.973328
TBP	GTF2A2,TBP,16,180,2,29,GTF2A2,10,97,1,5,0.630602
LINGO1	LINGO1,LINGO1,33,472,1,8,LINGO1,33,472,1,8,0.309248
AXIN1	GSK3B,AXIN1,14,19,1,22,GSK3B,18,358,0,13,0.955154
AXIN1	GSK3A,AXIN1,8,19,0,22,GSK3A,12,356,1,15,0.868389
TEK	PTPRK,TEK,20,82,0,19,PTPRK,18,79,1,17,0.999938
TLE1	TLE2,TLE1,9,333,2,45,TLE2,15,330,0,24,0.717897
PLA2G2A	PLA2G2A,PLA2G2A,12,124,2,13,PLA2G2A,12,124,2,13,0.240242
TLE1	TLE1,TLE1,25,324,2,45,TLE1,25,324,2,45,0.923555
SRC	EPHB2,SRC,23,276,1,31,EPHB2,23,291,1,17,0.909762
PCBP1	PCBP2,PCBP1,17,71,0,4,PCBP2,21,71,1,12,0.993146
UBB	TSG101,UBB,16,76,0,5,TSG101,19,139,1,38,0.999519
BBS1	ARL6,BBS1,17,386,1,24,ARL6,17,166,1,8,0.594568
TLE1	AES,TLE1,10,123,0,45,AES,9,115,1,9,0.988810
LSM1	LSM2,LSM1,22,117,1,13,LSM2,22,94,1,3,0.876335
PER2	CRY1,PER2,61,82,0,10,CRY1,82,494,2,9,0.967859
LSM1	LSM3,LSM1,8,117,1,13,LSM3,10,85,2,10,0.337169
CXCL5	CXCL5,CXCL5,18,71,3,16,CXCL5,18,71,3,16,0.857279
LSM1	LSM4,LSM1,21,110,2,13,LSM4,20,80,2,12,0.819794
MRPL13	MRPS18A,MRPL13,45,177,3,11,MRPS18A,61,146,1,4,0.778463
COPS5	COPS7A,COPS5,7,298,0,26,COPS7A,7,208,1,13,0.665213
ESRRA	NR0B2,ESRRA,22,174,2,24,NR0B2,24,167,0,14,0.971880
SNRPD1	SNRPD2,SNRPD1,26,81,1,6,SNRPD2,23,81,2,15,0.974281
FYN	PRKCD,FYN,12,253,1,49,PRKCD,12,219,0,43,0.991779
NUP98	RAE1,NUP98,32,51,0,4,RAE1,39,354,2,7,0.599378
SKIL	SMAD3,SKIL,19,96,2,12,SMAD3,21,186,3,35,0.815424
SKIL	SMAD4,SKIL,17,92,2,12,SMAD4,23,225,2,23,0.660032
GORASP2	GORASP2,GORASP2,23,203,4,31,GORASP2,23,203,4,31,0.405005
HLA-E	HLA-G,HLA-E,35,273,5,21,HLA-G,9,9,1,9,0.322883
SKIL	SMAD2,SKIL,18,96,2,12,SMAD2,23,186,0,27,0.983337
NODAL	NODAL,NODAL,40,105,1,16,NODAL,40,105,1,16,0.999996
PLK1	MAPK6,PLK1,21,251,3,45,MAPK6,20,295,0,3,0.709075
FYN	PRKCQ,FYN,5,267,1,49,PRKCQ,8,223,0,45,0.920146
CASC3	EIF4A3,CASC3,36,44,0,0,EIF4A3,46,391,2,27,0.974156
AGT	ACE,AGT,8,8,0,31,ACE,29,582,1,5,0.902852
DAPK2	DAPK2,DAPK2,34,303,1,12,DAPK2,34,303,1,12,0.768202
LRP6	DKK1,LRP6,28,610,1,19,DKK1,20,76,1,17,0.727686
BCAR1	BCAR1,BCAR1,10,68,1,28,BCAR1,10,68,1,28,0.998558
CREB1	ATF1,CREB1,20,55,2,16,ATF1,19,55,3,25,0.999820
CREB1	ATF6,CREB1,19,53,2,16,ATF6,19,53,0,39,1.000000
CREB1	EP300,CREB1,15,34,1,16,EP300,12,87,0,17,0.999759
GFER	GFER,GFER,39,126,1,8,GFER,39,126,1,8,0.978186
LDLR	LDLRAP1,LDLR,12,13,0,24,LDLRAP1,27,133,1,20,0.999999
CSNK2A2	CSNK2B,CSNK2A2,19,332,0,21,CSNK2B,12,201,1,16,0.891074
COPB1	COPG2,COPB1,76,938,6,42,COPG2,79,851,0,5,0.219287
COPB1	COPG1,COPB1,80,938,6,42,COPG1,83,854,4,41,0.221058
PPP1CA	PPP2R5E,PPP1CA,18,273,3,19,PPP2R5E,15,399,0,5,0.111366
PPP1CA	PPP2R5C,PPP1CA,16,273,2,19,PPP2R5C,15,403,1,41,0.523166
EXOSC5	EXOSC3,EXOSC5,32,205,3,21,EXOSC3,25,236,0,4,0.644203
RALA	RAB34,RALA,11,166,0,5,RAB34,15,167,3,24,0.397250
RGS6	RGS6,RGS6,71,129,1,8,RGS6,71,129,1,8,0.999943
PPP2R1A	PPP2CB,PPP2R1A,40,582,0,41,PPP2CB,36,308,2,6,0.918818
PPP2R1A	PPP2CA,PPP2R1A,29,582,0,41,PPP2CA,29,295,1,5,0.957039
KRT81	KRT40,KRT81,47,104,9,33,KRT40,47,101,1,14,0.999876
HLA-B	B2M,HLA-B,37,276,0,7,B2M,31,99,17,24,0.000005
UBB	UBQLN1,UBB,17,76,1,5,UBQLN1,11,52,1,10,0.871810
HIP1	HIP1,HIP1,44,76,1,29,HIP1,44,76,1,29,1.000000
NOXO1	NOXO1,NOXO1,30,41,2,10,NOXO1,30,41,2,10,1.000000
KRT81	KRT31,KRT81,47,104,9,33,KRT31,48,110,3,29,0.999991
STX5	NAPB,STX5,14,59,1,11,NAPB,22,280,0,21,0.972472
VPS37A	TSG101,VPS37A,22,150,1,8,TSG101,24,65,0,38,0.999984
IKBKB	MARK3,IKBKB,55,276,0,4,MARK3,92,252,3,7,0.629040
KITLG	KITLG,KITLG,19,121,5,35,KITLG,19,121,5,35,0.677319
PF4	CXCL8,PF4,20,65,1,6,CXCL8,19,63,3,10,0.766683
PTHLH	PTH1R,PTHLH,16,22,0,22,PTH1R,26,471,1,44,0.997196
MCM4	MCM6,MCM4,64,581,5,21,MCM6,79,631,1,4,0.066284
MCM4	MCM4,MCM4,41,327,3,21,MCM4,41,327,3,21,0.433578
CSNK1E	PRKD2,CSNK1E,5,183,0,5,PRKD2,7,179,1,22,0.597556
MCM4	MCM7,MCM4,12,327,3,21,MCM7,10,311,0,16,0.134422
CFL1	CFL1,CFL1,17,166,2,14,CFL1,17,166,2,14,0.321234
TAF10	SETD7,TAF10,7,8,1,12,SETD7,26,244,0,25,0.994446
STON2	EPS15L1,STON2,24,40,0,7,EPS15L1,29,94,1,3,0.993487
ASAP1	SNX9,ASAP1,29,46,0,12,SNX9,32,46,2,46,1.000000
IL6R	IL6ST,IL6R,16,201,0,35,IL6ST,17,298,1,25,0.983514
UBE2D2	CBLB,UBE2D2,14,146,0,4,CBLB,17,390,2,44,0.773904
HIST2H4B	HIST1H3E,HIST2H4B,51,86,0,0,HIST1H3E,57,99,8,24,0.996348
SRP19	SRP54,SRP19,3,107,1,13,SRP54,4,108,0,2,0.391342
EDC3	EDC3,EDC3,47,233,1,21,EDC3,47,233,1,21,0.999097
SNRPG	SNRPD3,SNRPG,23,74,0,3,SNRPD3,21,84,2,12,0.949236
EFEMP2	FBLN5,EFEMP2,13,119,0,8,FBLN5,16,110,4,41,0.883074
ATF2	ATF1,ATF2,17,30,0,2,ATF1,17,30,3,25,1.000000
MYL6B	MYO5A,MYL6B,9,139,1,14,MYO5A,10,790,0,5,0.324714
MRPL19	MRPL14,MRPL19,24,204,2,16,MRPL14,18,115,0,8,0.843339
TCF4	ID1,TCF4,16,41,0,8,ID1,18,39,2,10,0.999325
IL6	IL6,IL6,17,157,2,21,IL6,17,157,2,21,0.680454
FN1	GRB2,FN1,10,96,0,2,GRB2,11,82,1,23,0.956650
ERBB3	ZAP70,ERBB3,14,262,1,114,ZAP70,7,247,0,3,0.992770
ARNTL	EPAS1,ARNTL,99,361,1,1,EPAS1,112,335,0,24,0.999880
POFUT2	POFUT2,POFUT2,39,389,5,30,POFUT2,39,389,5,30,0.074069
MAPK1	MAP2K2,MAPK1,19,352,6,34,MAP2K2,10,12,0,32,0.431066
MAPK1	MAP2K1,MAPK1,33,289,3,34,MAP2K1,34,294,3,46,0.909317
FST	FST,FST,19,278,1,31,FST,19,278,1,31,0.931140
AURKA	CHUK,AURKA,63,249,1,22,CHUK,50,273,0,22,0.999978
MDM2	USP7,MDM2,6,6,0,18,USP7,12,137,1,23,0.995977
PDGFB	PDGFB,PDGFB,31,95,4,10,PDGFB,31,95,4,10,0.313884
PDGFB	PDGFA,PDGFB,64,156,1,10,PDGFA,64,160,5,13,0.951138
SHC1	CRK,SHC1,24,72,0,41,CRK,26,92,2,15,1.000000
ISG15	NEDD4,ISG15,18,76,1,4,NEDD4,25,378,0,11,0.775204
RAB9B	RAB9B,RAB9B,5,173,1,8,RAB9B,5,173,1,8,0.076678
ELK1	ELK1,ELK1,14,86,3,29,ELK1,14,86,3,29,0.927024
S100B	S100A1,S100B,34,92,2,10,S100A1,31,88,0,7,0.994777
CDK9	CDC37,CDK9,26,217,2,14,CDC37,18,132,2,25,0.741784
H3F3A	DNMT3A,H3F3A,9,10,4,14,DNMT3A,23,418,0,10,0.100119
CDK1	CDKN1A,CDK1,46,285,1,15,CDKN1A,33,67,9,39,0.801268
CSNK2B	CSNK2A1,CSNK2B,12,201,1,16,CSNK2A1,19,334,0,8,0.761306
CREB3L3	CREB3L3,CREB3L3,19,63,4,18,CREB3L3,19,63,4,18,0.891462
MYO10	MYO10,MYO10,25,51,1,9,MYO10,25,51,1,9,0.999901
PDGFA	PDGFA,PDGFA,65,129,4,13,PDGFA,65,129,4,13,0.986904
RAD23B	UBA3,RAD23B,13,64,0,6,UBA3,17,431,3,9,0.058560
VAV1	CDC42,VAV1,37,375,1,51,CDC42,24,177,4,18,0.890953
HBB	HBA1,HBB,16,146,2,25,HBA1,16,141,1,3,0.617854
GOSR1	STX5,GOSR1,31,59,1,20,STX5,30,57,2,11,1.000000
SERPIND1	SERPIND1,SERPIND1,29,397,4,4,SERPIND1,29,397,4,4,0.000000
NFKB1	NOTCH1,NFKB1,38,192,0,1,NOTCH1,38,203,3,7,0.186603
CREB1	CREB1,CREB1,19,55,2,16,CREB1,19,55,2,16,0.998859
MYD88	IRAK4,MYD88,14,105,0,17,IRAK4,12,107,1,18,0.989739
SMAD3	SMAD4,SMAD3,34,198,5,35,SMAD4,32,193,2,23,0.879230
DOCK1	ELMO1,DOCK1,52,159,0,6,ELMO1,53,198,2,34,0.999984
SMAD3	SMAD3,SMAD3,30,196,5,35,SMAD3,30,196,5,35,0.644159
RPS7	RPS13,RPS7,7,186,2,14,RPS13,4,149,3,15,0.002344
HNRNPL	HNRNPL,HNRNPL,24,204,2,55,HNRNPL,24,204,2,55,0.999335
MCM7	MCM2,MCM7,49,319,0,16,MCM2,63,342,7,44,0.901764
BRK1	WASF1,BRK1,36,64,5,7,WASF1,35,204,0,9,0.423966
MCM7	MCM6,MCM7,60,495,3,16,MCM6,76,631,0,4,0.441245
HLA-A	PRKD2,HLA-A,33,274,3,8,PRKD2,9,9,0,22,0.843105
SET	SET,SET,41,182,5,24,SET,41,182,5,24,0.665380
TNNT2	TNNC1,TNNT2,9,74,0,21,TNNC1,12,155,1,13,0.962003
HNRNPA1	TRA2B,HNRNPA1,10,75,2,34,TRA2B,5,67,0,12,0.962145
BMPR1A	MAP2K1,BMPR1A,23,283,3,32,MAP2K1,34,291,3,46,0.798668
U2AF2	U2AF1,U2AF2,16,23,0,12,U2AF1,19,98,1,38,1.000000
JUP	CDH2,JUP,98,548,6,27,CDH2,66,99,0,4,0.834614
HSPA8	HSPH1,HSPA8,51,377,9,45,HSPH1,45,710,1,3,0.008267
AHCYL2	AHCYL2,AHCYL2,55,433,4,49,AHCYL2,55,433,4,49,0.940937
SMAD2	SMAD2,SMAD2,34,203,2,27,SMAD2,34,203,2,27,0.986345
MAP2K3	MAP2K6,MAP2K3,57,284,10,62,MAP2K6,59,289,10,30,0.400769
CDK4	CDKN2C,CDK4,21,295,0,7,CDKN2C,27,155,4,16,0.225516
CDK4	CDKN2A,CDK4,5,292,0,7,CDKN2A,2,125,2,160,0.772081
CDK4	CDKN2B,CDK4,29,292,0,7,CDKN2B,33,122,2,3,0.454811
TDG	TDG,TDG,8,182,2,34,TDG,8,182,2,34,0.350212
HSPA8	HSPA8,HSPA8,32,382,6,45,HSPA8,32,382,6,45,0.072581
COPS6	COPS3,COPS6,23,281,1,15,COPS3,24,401,1,6,0.429766
COPS6	COPS4,COPS6,48,281,5,15,COPS4,42,406,4,36,0.218388
HSPA8	HSPA4,HSPA8,49,377,10,45,HSPA4,46,693,3,32,0.017654
COPS6	COPS5,COPS6,85,281,6,15,COPS5,89,298,1,26,0.981101
HSPA8	HSPA2,HSPA8,29,382,6,45,HSPA2,27,384,1,45,0.489412
COPS6	COPS6,COPS6,56,171,4,15,COPS6,56,171,4,15,0.815893
SIRT1	SIRT1,SIRT1,21,279,1,18,SIRT1,21,279,1,18,0.765050
KIT	KITLG,KIT,25,468,0,3,KITLG,25,132,2,35,0.836756
PRKCI	PARD6G,PRKCI,15,83,0,13,PARD6G,15,82,1,13,0.994579
POLR2E	POLR2A,POLR2E,44,210,2,13,POLR2A,64,1454,1,9,0.168386
C4A	C4B_2,C4A,84,697,1,11,C4B_2,92,651,0,0,0.785407
BID	BCL2L1,BID,19,28,2,15,BCL2L1,28,136,1,16,0.997485
PPP2R1A	CDC6,PPP2R1A,38,582,7,41,CDC6,40,357,2,37,0.197955
UBE2N	TRIM11,UBE2N,15,143,2,18,TRIM11,13,67,1,33,0.973589
CDK4	CDKN1B,CDK4,54,282,1,7,CDKN1B,34,69,1,2,0.701369
IL22	IL22,IL22,30,141,6,18,IL22,30,141,6,18,0.064080
UBE2D3	RLIM,UBE2D3,15,146,1,19,RLIM,13,62,0,23,0.997694
XDH	XDH,XDH,66,1307,1,6,XDH,66,1307,1,6,0.120330
CDK4	CDKN1A,CDK4,53,282,1,7,CDKN1A,34,67,8,39,0.844471
DPYSL3	DPYSL2,DPYSL3,45,488,1,38,DPYSL2,50,488,1,18,0.977252
APBB1IP	TLN1,APBB1IP,14,24,2,11,TLN1,19,93,0,1,0.892828
DPYSL3	DPYSL3,DPYSL3,42,482,3,38,DPYSL3,42,482,3,38,0.658992
UBE2N	TRIM25,UBE2N,15,143,3,18,TRIM25,12,80,1,37,0.912924
UBE2E1	UBE2E1,UBE2E1,30,161,5,13,UBE2E1,30,161,5,13,0.014424
EXOSC3	EXOSC1,EXOSC3,16,236,1,4,EXOSC1,16,180,0,6,0.550863
RAB3IL1	RAB3IP,RAB3IL1,28,76,2,18,RAB3IP,29,76,1,9,0.999558
VEGFB	VEGFB,VEGFB,34,96,1,14,VEGFB,34,96,1,14,0.999921
SMAD4	SMAD1,SMAD4,28,233,2,23,SMAD1,29,198,1,25,0.961898
SMAD4	SMAD2,SMAD4,32,208,2,23,SMAD2,33,198,11,27,0.047750
CRKL	CRKL,CRKL,39,63,3,20,CRKL,39,63,3,20,1.000000
SMAD4	SMAD5,SMAD4,29,233,2,23,SMAD5,30,198,4,18,0.497892
CENPA	HIST2H4B,CENPA,42,76,5,10,HIST2H4B,45,69,0,0,0.833761
TSC1	TBC1D7,TSC1,13,55,0,32,TBC1D7,10,273,2,27,0.925275
SMAD4	SMAD4,SMAD4,19,190,13,23,SMAD4,19,190,13,23,0.000000
UBA52	NEDD4L,UBA52,22,78,4,12,NEDD4L,31,372,0,2,0.073150
PLXNA2	RND1,PLXNA2,17,102,0,6,RND1,13,175,2,24,0.850933
ANAPC15	ANAPC5,ANAPC15,25,55,0,8,ANAPC5,68,688,2,22,0.904197
UBC	SNX9,UBC,21,75,0,2,SNX9,16,56,3,46,0.999977
SCNN1A	NEDD4,SCNN1A,7,11,1,50,NEDD4,9,43,0,11,1.000000
ERBB3	NRG1,ERBB3,34,605,4,114,NRG1,30,50,0,18,0.999244
CDKN2D	CDK6,CDKN2D,31,155,0,9,CDK6,24,264,3,19,0.730452
LAMTOR5	LAMTOR5,LAMTOR5,23,90,1,6,LAMTOR5,23,90,1,6,0.851678
ERBB2	BTC,ERBB2,38,506,1,14,BTC,29,46,1,15,0.882569
FTH1	FTH1,FTH1,11,172,1,21,FTH1,11,172,1,21,0.758924
RAC1	TIAM1,RAC1,33,177,8,42,TIAM1,36,367,0,7,0.278068
UBE2D1	OTUB1,UBE2D1,28,147,2,11,OTUB1,26,249,2,19,0.599446
CDK2	CDC6,CDK2,18,297,1,16,CDC6,7,19,0,37,0.987326
BMP2	RGMA,BMP2,11,105,1,38,RGMA,14,64,0,19,0.999891
BMP2	RGMB,BMP2,10,104,1,38,RGMB,11,56,2,29,0.995040
LIMK1	MAPK14,LIMK1,32,265,0,10,MAPK14,38,218,2,22,0.957157
CALM2	PPP3CA,CALM2,17,146,2,10,PPP3CA,11,17,0,46,0.999671
PRKACA	GSK3B,PRKACA,23,290,2,36,GSK3B,10,10,0,13,0.976629
FCN3	FCN3,FCN3,15,214,1,24,FCN3,15,214,1,24,0.858893
UBE2N	OTUB1,UBE2N,19,149,3,18,OTUB1,24,256,1,19,0.562823
DR1	DRAP1,DR1,49,135,2,10,DRAP1,42,63,1,7,0.996746
SNX9	SNX9,SNX9,57,355,3,46,SNX9,57,355,3,46,0.998234
MRPL51	MRPL4,MRPL51,37,96,7,14,MRPL4,49,250,0,4,0.135688
FAS	CALM2,FAS,14,14,1,24,CALM2,36,145,3,10,0.998105
ERBB2	SYK,ERBB2,17,318,0,14,SYK,17,258,1,42,0.966864
INSR	GRB14,INSR,32,300,0,23,GRB14,25,37,1,1,0.988287
RARA	NR1H2,RARA,5,75,2,31,NR1H2,3,79,0,12,0.661448
INSR	IGF1R,INSR,13,309,1,23,IGF1R,7,12,0,19,0.932922
EXOSC6	EXOSC8,EXOSC6,26,223,0,1,EXOSC8,36,270,5,18,0.080725
TLR8	TLR8,TLR8,33,747,1,37,TLR8,33,747,1,37,0.843908
FGFR1	FRS2,FGFR1,22,22,1,24,FRS2,46,129,1,18,1.000000
PRSS3	PRSS3,PRSS3,7,224,1,30,PRSS3,7,224,1,30,0.563099
SKP1	FBXO44,SKP1,39,139,1,9,FBXO44,39,252,2,17,0.914995
ZNF250	ZNF473,ZNF250,2,82,0,30,ZNF473,2,81,2,29,0.426463
RPL11	MDM2,RPL11,32,151,3,24,MDM2,24,42,0,18,0.999909
POLR1A	POLR1B,POLR1A,269,1715,1,4,POLR1B,248,1108,3,15,0.469321
HRAS	APBB1IP,HRAS,12,166,1,83,APBB1IP,11,252,0,11,0.995107
RAN	GABPB1,RAN,9,156,0,11,GABPB1,5,88,1,26,0.887667
SKP1	FBXO31,SKP1,17,55,1,9,FBXO31,17,39,0,13,0.999949
SORBS3	CBLB,SORBS3,11,56,1,38,CBLB,8,8,4,44,1.000000
CALM2	SCN2A,CALM2,39,143,3,10,SCN2A,29,142,0,2,0.573226
TNFRSF6B	FASLG,TNFRSF6B,14,160,1,17,FASLG,9,139,2,25,0.636656
CSNK1A1	PRKD2,CSNK1A1,5,183,0,27,PRKD2,4,179,1,22,0.708767
GINS1	GINS4,GINS1,42,144,4,12,GINS4,39,197,1,13,0.742512
GINS1	GINS2,GINS1,16,144,1,12,GINS2,13,175,0,13,0.907704
GINS1	GINS3,GINS1,41,144,1,12,GINS3,38,186,0,15,0.999382
RAB8A	RAB10,RAB8A,19,165,1,8,RAB10,15,163,2,12,0.343972
CDK11A	CDK11A,CDK11A,16,290,1,9,CDK11A,16,290,1,9,0.261532
SKP1	FBXO17,SKP1,29,70,1,9,FBXO17,21,41,0,10,0.999989
CAMK2G	CAMK2G,CAMK2G,32,137,1,31,CAMK2G,32,137,1,31,0.999999
CHEK1	CHEK1,CHEK1,21,268,4,33,CHEK1,21,268,4,33,0.143431
GCHFR	GCH1,GCHFR,3,84,1,7,GCH1,5,194,0,10,0.391273
GABRB3	GABRB3,GABRB3,70,331,4,17,GABRB3,70,331,4,17,0.432508
UBE2D1	TRAF7,UBE2D1,7,136,1,11,TRAF7,9,33,2,51,0.940901
SDCBP	IL5RA,SDCBP,12,74,2,20,IL5RA,4,4,0,29,0.999822
ARF1	AP1B1,ARF1,24,165,0,6,AP1B1,22,563,1,57,0.983627
UBE2D1	TRAF6,UBE2D1,11,144,1,11,TRAF6,16,104,2,46,0.955450
UBE2N	TRIM50,UBE2N,7,135,1,18,TRIM50,5,26,0,25,0.964232
NCF2	NCF4,NCF2,16,82,2,51,NCF4,18,105,0,2,0.999693
UBE2U	RNF25,UBE2U,35,137,3,18,RNF25,32,127,1,23,0.996757
HLA-DOB	HLA-DMB,HLA-DOB,7,189,1,21,HLA-DMB,4,187,0,2,0.494856
CDK1	CCNB1,CDK1,29,292,3,15,CCNB1,32,264,1,9,0.266136
CDC7	CDK9,CDC7,54,512,1,5,CDK9,44,284,1,14,0.697804
RPRD1B	RPRD1B,RPRD1B,38,129,2,29,RPRD1B,38,129,2,29,0.999996
IFNL3	IFNL3,IFNL3,25,151,3,16,IFNL3,25,151,3,16,0.440638
CDC7	CDK4,CDC7,47,509,2,5,CDK4,54,287,3,7,0.012017
PAK4	RAC3,PAK4,23,35,2,31,RAC3,26,179,1,11,0.998384
UBE2D3	BIRC2,UBE2D3,14,146,1,19,BIRC2,14,58,0,7,0.978475
RAC1	BAIAP2,RAC1,32,177,21,42,BAIAP2,25,29,0,2,0.003620
UBE2D3	BIRC3,UBE2D3,13,146,1,19,BIRC3,12,58,0,6,0.961931
KCNQ2	CALM2,KCNQ2,15,26,0,5,CALM2,20,60,1,10,0.999605
UBE2D3	TRAF6,UBE2D3,11,144,1,19,TRAF6,15,104,2,46,0.972238
UBC	UCHL3,UBC,25,75,0,2,UCHL3,38,229,2,13,0.848916
AES	AES,AES,57,115,2,9,AES,57,115,2,9,0.995805
GRB2	GRB2,GRB2,21,96,2,23,GRB2,21,96,2,23,0.994988
HIST1H3E	HIST1H3E,HIST1H3E,15,99,4,24,HIST1H3E,15,99,4,24,0.444991
CD48	CD244,CD48,22,104,2,22,CD244,21,105,0,6,0.986952
TRAF6	TRAF6,TRAF6,19,157,2,46,TRAF6,19,157,2,46,0.997048
SPSB4	SPSB4,SPSB4,21,197,1,17,SPSB4,21,197,1,17,0.890489
CALM2	CAMK2A,CALM2,40,145,2,10,CAMK2A,23,305,2,39,0.926168
CALM2	CAMK2D,CALM2,39,146,3,10,CAMK2D,19,20,0,3,0.885954
RNASEL	RNASEL,RNASEL,87,674,3,56,RNASEL,87,674,3,56,0.997444
ARHGDIA	RHOA,ARHGDIA,28,180,2,12,RHOA,17,187,14,54,0.005315
ACTN2	ACTN2,ACTN2,79,475,2,14,ACTN2,79,475,2,14,0.707577
ARHGDIA	RHOB,ARHGDIA,43,198,3,12,RHOB,33,189,5,19,0.252925
AKAP5	PPP3CA,AKAP5,11,11,0,20,PPP3CA,19,357,1,46,0.996348
ARHGDIA	RHOH,ARHGDIA,42,200,2,12,RHOH,35,180,5,25,0.645048
UBE2N	TRAF6,UBE2N,11,148,1,18,TRAF6,18,104,2,46,0.982641
ARHGDIA	RHOG,ARHGDIA,38,200,3,12,RHOG,32,186,1,12,0.656280
RHOD	PLXNB1,RHOD,14,177,4,15,PLXNB1,19,570,1,8,0.002901
MAP2K2	MAP2K2,MAP2K2,18,303,2,32,MAP2K2,18,303,2,32,0.531951
NEK2	GIT1,NEK2,15,209,1,18,GIT1,14,87,0,7,0.924057
WNT3A	FZD8,WNT3A,19,295,0,33,FZD8,24,116,1,14,0.994450
FER	CRK,FER,25,72,1,2,CRK,27,92,0,15,0.998471
CUL3	KLHL20,CUL3,22,354,0,7,KLHL20,24,192,7,52,0.226722
ERBB2	PTPN18,ERBB2,7,7,0,14,PTPN18,20,268,1,40,0.996229
EPS15	SGIP1,EPS15,10,11,1,5,SGIP1,17,265,0,4,0.604075
ARPC2	ARPC4,ARPC2,50,284,4,31,ARPC4,42,167,1,8,0.922320
FAS	FADD,FAS,29,115,2,24,FADD,30,99,0,14,0.999927
PSMA1	PSMB10,PSMA1,9,230,1,28,PSMB10,11,180,1,12,0.587226
BAG2	BAG2,BAG2,35,83,2,12,BAG2,35,83,2,12,0.998140
COPZ1	COPG1,COPZ1,44,140,0,1,COPG1,48,292,2,41,0.999470
TERT	HLA-A,TERT,9,9,0,11,HLA-A,36,286,3,8,0.570939
